sample_id,pH,TDS,temperature,turbidity,sugar_pct,citric_acid_pct,ascorbic_acid_pct,notes
LIT0249,5.72,3201.0,16.4,22.3,8.2182,0.0642,0.001012,Literature_Brix_TDS_t10.6h
LIT0250,5.85,3356.4,21.5,10.6,5.402,0.0627,0.00093,Literature_Brix_TDS_t2.6h
LIT0251,5.66,3604.4,21.9,11.3,9.4596,0.0747,0.001096,Literature_Brix_TDS_t14.2h
LIT0252,5.87,3203.9,27.0,11.8,5.4046,0.0596,0.001127,Literature_Brix_TDS_t0.5h
LIT0253,5.85,3239.4,20.7,16.8,4.894,0.0621,0.000861,Literature_Brix_TDS_t1.0h
LIT0254,5.75,4421.0,22.6,18.7,15.8588,0.0746,0.000963,Literature_Brix_TDS_t20.2h
LIT0255,5.75,3382.0,23.0,12.9,8.7933,0.0684,0.000944,Literature_Brix_TDS_t12.1h
LIT0256,5.48,4772.2,21.5,17.0,15.3778,0.0881,0.001424,Literature_Brix_TDS_t20.6h
LIT0257,5.82,3123.2,25.5,18.4,5.7653,0.0604,0.000974,Literature_Brix_TDS_t7.2h
LIT0258,5.72,3356.2,21.1,10.9,6.6249,0.0725,0.00099,Literature_Brix_TDS_t8.5h
LIT0259,5.55,5112.7,17.7,30.6,16.1083,0.0803,0.001294,Literature_Brix_TDS_t21.6h
LIT0260,5.55,5235.6,29.9,26.4,16.42,0.08,0.00128,Literature_Brix_TDS_t22.5h
LIT0261,5.71,3515.5,29.0,15.5,9.139,0.0686,0.000837,Literature_Brix_TDS_t12.8h
LIT0262,5.71,3134.7,21.3,14.1,5.6292,0.0614,0.000877,Literature_Brix_TDS_t5.8h
LIT0263,5.84,3034.6,29.9,15.8,5.4047,0.063,0.000913,Literature_Brix_TDS_t2.2h
LIT0264,5.81,3129.0,28.5,17.8,6.1075,0.0652,0.001013,Literature_Brix_TDS_t7.5h
LIT0265,5.87,2890.5,26.8,8.0,5.6438,0.059,0.001012,Literature_Brix_TDS_t7.4h
LIT0266,5.59,4402.9,17.4,19.0,13.2369,0.078,0.001206,Literature_Brix_TDS_t18.5h
LIT0267,5.72,3296.6,28.3,16.0,8.1374,0.0704,0.001012,Literature_Brix_TDS_t10.8h
LIT0268,5.77,3004.6,23.0,15.4,5.9989,0.0757,0.000908,Literature_Brix_TDS_t7.9h
LIT0269,5.89,3207.9,27.0,16.6,7.8153,0.0575,0.000922,Literature_Brix_TDS_t9.9h
LIT0270,5.79,3417.7,19.7,14.9,9.455,0.0765,0.000982,Literature_Brix_TDS_t12.6h
LIT0271,5.73,3915.2,16.9,18.3,11.5513,0.0691,0.001009,Literature_Brix_TDS_t17.3h
LIT0272,5.86,3191.3,20.5,9.7,4.9796,0.065,0.00089,Literature_Brix_TDS_t2.8h
LIT0273,5.85,3309.3,28.9,18.2,5.1385,0.074,0.000813,Literature_Brix_TDS_t3.8h
LIT0274,5.55,5288.3,21.8,14.7,16.9967,0.0803,0.001259,Literature_Brix_TDS_t22.7h
LIT0275,5.65,4034.5,20.7,18.6,11.4517,0.0659,0.00098,Literature_Brix_TDS_t16.9h
LIT0276,5.63,4129.1,21.2,20.2,12.707,0.0771,0.001017,Literature_Brix_TDS_t18.0h
LIT0277,5.65,3163.4,19.7,15.0,6.6527,0.0727,0.001004,Literature_Brix_TDS_t8.9h
LIT0278,5.75,3412.6,29.5,15.1,9.1415,0.0661,0.000985,Literature_Brix_TDS_t12.8h
LIT0279,5.89,3277.2,22.4,19.6,5.0242,0.0569,0.000951,Literature_Brix_TDS_t1.4h
LIT0280,5.57,4078.5,24.8,14.9,12.7658,0.078,0.001143,Literature_Brix_TDS_t18.0h
LIT0281,5.67,4796.7,28.0,20.1,16.1178,0.0744,0.000943,Literature_Brix_TDS_t20.9h
LIT0282,5.7,2996.0,28.4,14.4,6.6564,0.067,0.000939,Literature_Brix_TDS_t8.1h
LIT0283,5.66,5414.9,20.2,17.3,17.299,0.0663,0.000978,Literature_Brix_TDS_t23.3h
LIT0284,5.84,3074.2,22.6,8.0,5.4226,0.0672,0.000855,Literature_Brix_TDS_t0.1h
LIT0285,5.75,3495.3,29.9,13.0,9.2166,0.0684,0.000934,Literature_Brix_TDS_t12.5h
LIT0286,5.75,3195.6,22.9,13.0,6.6144,0.0697,0.000863,Literature_Brix_TDS_t8.5h
LIT0287,5.57,3199.2,18.9,22.8,7.5769,0.0758,0.001062,Literature_Brix_TDS_t9.7h
LIT0288,5.72,3673.9,22.0,18.1,9.4873,0.0724,0.001132,Literature_Brix_TDS_t13.9h
LIT0289,5.78,3556.8,26.2,14.8,8.8534,0.0713,0.001024,Literature_Brix_TDS_t13.6h
LIT0290,5.62,4667.0,16.8,15.3,15.6757,0.0642,0.001091,Literature_Brix_TDS_t20.7h
LIT0291,5.74,3443.7,29.8,16.5,7.4998,0.0716,0.000972,Literature_Brix_TDS_t10.2h
LIT0292,5.75,3332.7,19.7,17.4,8.6173,0.0768,0.000928,Literature_Brix_TDS_t11.5h
LIT0293,5.74,3391.5,21.1,17.8,8.7603,0.06,0.001068,Literature_Brix_TDS_t11.1h
LIT0294,5.72,3051.6,18.1,12.9,5.7512,0.0675,0.000957,Literature_Brix_TDS_t3.2h
LIT0295,5.65,5826.0,24.3,19.1,18.0999,0.065,0.00104,Literature_Brix_TDS_t23.7h
LIT0296,5.66,3564.4,17.7,19.8,9.2317,0.0755,0.001094,Literature_Brix_TDS_t14.3h
LIT0297,5.53,4020.7,23.8,19.3,12.9206,0.0848,0.001434,Literature_Brix_TDS_t18.1h
LIT0298,5.71,3821.7,22.8,23.4,10.1533,0.0747,0.000922,Literature_Brix_TDS_t16.4h
LIT0299,5.82,3047.7,26.7,18.9,5.4782,0.0629,0.000755,Literature_Brix_TDS_t1.6h
LIT0300,5.83,3184.5,27.6,15.7,4.9612,0.0577,0.000909,Literature_Brix_TDS_t1.6h
LIT0301,5.72,3735.5,22.1,17.4,10.7951,0.062,0.001006,Literature_Brix_TDS_t16.7h
LIT0302,5.73,3032.8,16.7,12.9,5.7153,0.0665,0.000997,Literature_Brix_TDS_t4.9h
LIT0303,5.64,3805.7,24.7,19.6,10.2871,0.0703,0.000942,Literature_Brix_TDS_t15.8h
LIT0304,5.75,2833.4,17.3,20.5,5.6954,0.0612,0.000835,Literature_Brix_TDS_t6.6h
LIT0305,5.61,4385.9,22.2,9.3,15.7804,0.0684,0.001124,Literature_Brix_TDS_t19.9h
LIT0306,5.83,3154.0,21.2,12.6,6.4757,0.0639,0.001096,Literature_Brix_TDS_t8.8h
LIT0307,5.83,3046.1,26.8,9.0,5.6769,0.0598,0.000972,Literature_Brix_TDS_t2.5h
LIT0308,5.87,3193.1,23.7,15.4,5.1074,0.0648,0.001158,Literature_Brix_TDS_t1.2h
LIT0309,5.89,3282.1,19.9,10.7,4.9413,0.0627,0.000884,Literature_Brix_TDS_t0.8h
LIT0310,5.68,3516.8,17.7,8.6,9.2258,0.0667,0.0009,Literature_Brix_TDS_t12.8h
LIT0311,5.77,3071.9,18.3,18.5,5.0214,0.0698,0.000951,Literature_Brix_TDS_t3.5h
LIT0312,5.66,5154.5,27.6,19.4,16.5314,0.0649,0.001066,Literature_Brix_TDS_t21.9h
LIT0313,5.62,4118.1,26.9,17.4,10.6883,0.0744,0.001101,Literature_Brix_TDS_t16.6h
LIT0314,5.72,3486.9,29.6,13.3,9.3399,0.0725,0.000889,Literature_Brix_TDS_t12.2h
LIT0315,5.58,3415.3,20.0,21.3,10.0336,0.0793,0.001209,Literature_Brix_TDS_t13.0h
LIT0316,5.79,3402.6,26.5,17.1,8.5165,0.0696,0.000925,Literature_Brix_TDS_t11.1h
LIT0317,5.89,3213.6,16.2,10.0,5.7211,0.0607,0.001065,Literature_Brix_TDS_t1.0h
LIT0318,5.82,3409.8,17.7,18.5,8.6722,0.0634,0.000806,Literature_Brix_TDS_t13.1h
LIT0319,5.81,3168.6,20.7,10.4,5.4691,0.0695,0.000993,Literature_Brix_TDS_t1.8h
LIT0320,5.72,4203.2,28.8,11.7,13.3837,0.0721,0.001,Literature_Brix_TDS_t18.4h
LIT0321,5.66,5376.7,26.5,17.7,17.4027,0.0716,0.001206,Literature_Brix_TDS_t22.8h
LIT0322,5.79,2928.7,27.5,8.0,5.8726,0.0677,0.00092,Literature_Brix_TDS_t5.6h
LIT0323,5.82,3465.3,28.6,16.1,9.1905,0.0698,0.001085,Literature_Brix_TDS_t11.9h
LIT0324,5.64,5292.4,20.8,21.3,16.6478,0.0828,0.001126,Literature_Brix_TDS_t22.4h
LIT0325,5.75,3287.1,22.0,12.1,9.0022,0.0732,0.00106,Literature_Brix_TDS_t11.9h
LIT0326,5.82,3130.0,28.1,17.6,5.9339,0.0646,0.001063,Literature_Brix_TDS_t4.8h
LIT0327,5.78,4254.8,21.9,21.2,14.5772,0.06,0.000884,Literature_Brix_TDS_t19.2h
LIT0328,5.68,5000.5,19.2,25.1,17.0046,0.0714,0.001022,Literature_Brix_TDS_t22.2h
LIT0329,5.78,3007.1,17.0,8.6,5.4238,0.0599,0.001016,Literature_Brix_TDS_t5.9h
LIT0330,5.7,3013.9,23.0,19.3,7.9137,0.0678,0.001106,Literature_Brix_TDS_t10.7h
LIT0331,5.78,3294.1,24.2,14.1,5.9057,0.072,0.001067,Literature_Brix_TDS_t8.2h
LIT0332,5.62,3830.7,21.3,17.4,10.1415,0.0794,0.00121,Literature_Brix_TDS_t16.1h
LIT0333,5.81,3270.1,23.5,11.9,5.0216,0.0611,0.000873,Literature_Brix_TDS_t0.8h
LIT0334,5.7,3458.9,25.0,25.3,8.3765,0.0664,0.000813,Literature_Brix_TDS_t11.2h
LIT0335,5.6,4709.9,16.2,15.1,15.6191,0.0754,0.001193,Literature_Brix_TDS_t20.7h
LIT0336,5.68,3084.7,27.0,15.3,6.15,0.0704,0.000993,Literature_Brix_TDS_t8.5h
LIT0337,5.94,3282.1,19.8,14.0,4.7786,0.059,0.000979,Literature_Brix_TDS_t0.1h
LIT0338,5.7,3755.3,18.4,16.8,11.499,0.0747,0.000912,Literature_Brix_TDS_t17.0h
LIT0339,5.78,2927.3,19.2,8.0,5.6682,0.0611,0.000867,Literature_Brix_TDS_t5.0h
LIT0340,5.69,5048.1,25.4,19.6,16.1032,0.073,0.000925,Literature_Brix_TDS_t21.2h
LIT0341,5.9,3270.1,22.2,12.1,4.9124,0.0618,0.000721,Literature_Brix_TDS_t2.4h
LIT0342,5.85,3145.4,26.6,8.7,5.4457,0.062,0.000955,Literature_Brix_TDS_t3.9h
LIT0343,5.72,3246.8,24.9,19.2,5.8359,0.0627,0.000964,Literature_Brix_TDS_t6.2h
LIT0344,5.67,3776.2,27.7,12.4,10.5363,0.0677,0.000924,Literature_Brix_TDS_t16.5h
LIT0345,5.61,4600.4,25.5,17.8,15.5372,0.0852,0.001241,Literature_Brix_TDS_t20.3h
LIT0346,5.73,3081.8,20.6,17.1,5.4106,0.0734,0.000912,Literature_Brix_TDS_t1.5h
LIT0347,5.82,3233.5,23.8,12.8,5.3973,0.0689,0.000854,Literature_Brix_TDS_t1.1h
LIT0348,5.67,5291.9,29.4,12.9,16.9657,0.0701,0.001093,Literature_Brix_TDS_t22.2h
LIT0349,5.9,2915.4,22.3,16.8,5.4171,0.0639,0.000996,Literature_Brix_TDS_t5.3h
LIT0350,5.85,3678.2,16.6,15.3,9.8017,0.0647,0.000869,Literature_Brix_TDS_t15.4h
LIT0351,5.85,3186.5,16.9,14.3,5.5047,0.0626,0.000945,Literature_Brix_TDS_t5.9h
LIT0352,5.74,3395.1,29.2,13.4,7.6064,0.0732,0.001004,Literature_Brix_TDS_t10.4h
LIT0353,5.71,3266.1,21.8,19.2,7.3696,0.0738,0.000876,Literature_Brix_TDS_t9.9h
LIT0354,5.5,5466.7,16.3,13.9,16.9987,0.079,0.001364,Literature_Brix_TDS_t22.3h
LIT0355,5.72,3182.4,17.3,18.3,7.0367,0.0728,0.001017,Literature_Brix_TDS_t9.6h
LIT0356,5.73,3214.6,17.8,13.3,5.7701,0.0763,0.001104,Literature_Brix_TDS_t5.3h
LIT0357,5.76,3521.0,18.9,12.9,10.5346,0.0697,0.000941,Literature_Brix_TDS_t14.6h
LIT0358,5.62,5407.3,25.1,23.8,17.0494,0.0772,0.001174,Literature_Brix_TDS_t22.3h
LIT0359,5.67,3435.3,25.4,20.4,9.041,0.0717,0.001138,Literature_Brix_TDS_t13.6h
LIT0360,5.73,4565.6,16.1,19.3,15.9011,0.0677,0.000879,Literature_Brix_TDS_t20.5h
LIT0361,5.89,3475.4,25.8,11.7,9.7602,0.0628,0.001072,Literature_Brix_TDS_t14.2h
LIT0362,5.59,4657.7,17.2,11.5,16.4289,0.0772,0.000998,Literature_Brix_TDS_t21.2h
LIT0363,5.82,3033.5,21.9,17.4,5.4794,0.0674,0.001041,Literature_Brix_TDS_t5.3h
LIT0364,5.64,4888.7,28.8,17.7,16.2356,0.0707,0.001116,Literature_Brix_TDS_t21.0h
LIT0365,5.77,3117.0,24.3,12.4,4.8033,0.0633,0.001015,Literature_Brix_TDS_t0.3h
LIT0366,5.75,3237.5,25.1,14.4,5.3581,0.0728,0.000952,Literature_Brix_TDS_t6.8h
LIT0367,5.76,4383.8,28.3,9.6,15.2348,0.069,0.001106,Literature_Brix_TDS_t19.7h
LIT0368,5.75,3496.4,23.7,17.7,10.2783,0.0628,0.000898,Literature_Brix_TDS_t14.6h
LIT0369,5.66,4548.0,22.6,17.3,15.4366,0.0698,0.001111,Literature_Brix_TDS_t19.7h
LIT0370,5.66,3079.9,26.4,18.5,5.664,0.0712,0.000982,Literature_Brix_TDS_t2.4h
LIT0371,5.8,3169.7,28.5,13.8,5.7751,0.0715,0.000984,Literature_Brix_TDS_t2.7h
LIT0372,5.72,3837.2,19.3,16.4,11.8044,0.0597,0.00078,Literature_Brix_TDS_t17.0h
LIT0373,5.72,3525.8,28.0,11.5,9.6103,0.0696,0.000974,Literature_Brix_TDS_t13.7h
LIT0374,5.92,2988.7,25.9,20.6,5.2033,0.0599,0.001032,Literature_Brix_TDS_t1.5h
LIT0375,5.7,3636.5,22.3,13.9,9.8025,0.0703,0.000923,Literature_Brix_TDS_t15.3h
LIT0376,5.78,3310.8,27.0,8.7,5.7146,0.0648,0.000967,Literature_Brix_TDS_t6.0h
LIT0377,5.83,3301.4,19.4,13.5,5.7244,0.0731,0.000911,Literature_Brix_TDS_t5.2h
LIT0378,5.8,3471.4,16.2,20.3,6.9511,0.0683,0.001107,Literature_Brix_TDS_t9.8h
LIT0379,5.51,4723.4,24.5,17.9,15.9435,0.0838,0.001546,Literature_Brix_TDS_t20.9h
LIT0380,5.74,3792.2,18.9,14.8,9.8085,0.0726,0.00098,Literature_Brix_TDS_t15.8h
LIT0381,5.56,4578.3,22.5,20.6,15.9364,0.0754,0.001222,Literature_Brix_TDS_t21.0h
LIT0382,5.7,3211.0,29.4,15.2,5.5824,0.0701,0.001007,Literature_Brix_TDS_t6.2h
LIT0383,5.8,3231.5,20.2,14.3,6.1194,0.0622,0.000944,Literature_Brix_TDS_t8.0h
LIT0384,5.71,3134.8,19.8,14.1,8.0817,0.0722,0.000996,Literature_Brix_TDS_t10.8h
LIT0385,5.71,3220.1,23.6,14.3,6.492,0.0683,0.000859,Literature_Brix_TDS_t8.0h
LIT0386,5.72,3131.5,26.1,16.2,7.5162,0.0793,0.000964,Literature_Brix_TDS_t10.2h
LIT0387,5.68,4293.8,29.9,14.8,13.6394,0.0751,0.001019,Literature_Brix_TDS_t18.6h
LIT0388,5.61,4239.5,16.0,11.0,12.5274,0.0703,0.001212,Literature_Brix_TDS_t17.6h
LIT0389,5.77,3171.7,28.8,16.4,5.1703,0.0622,0.000878,Literature_Brix_TDS_t4.5h
LIT0390,5.77,3305.8,17.3,10.0,5.767,0.074,0.000859,Literature_Brix_TDS_t3.4h
LIT0391,5.64,5937.0,25.5,17.8,17.5691,0.0771,0.001168,Literature_Brix_TDS_t23.7h
LIT0392,5.86,3289.7,22.9,8.8,5.0287,0.0633,0.001047,Literature_Brix_TDS_t0.1h
LIT0393,5.71,4087.9,18.7,17.2,12.2642,0.0667,0.00085,Literature_Brix_TDS_t17.4h
LIT0394,5.72,3826.2,18.2,19.4,9.9522,0.0694,0.000983,Literature_Brix_TDS_t15.5h
LIT0395,5.58,5230.3,16.1,16.8,16.8796,0.0751,0.001103,Literature_Brix_TDS_t22.0h
LIT0396,5.88,3186.5,18.1,26.9,6.7036,0.0601,0.00097,Literature_Brix_TDS_t8.4h
LIT0397,5.76,3201.1,25.7,15.6,6.1221,0.0686,0.000877,Literature_Brix_TDS_t7.9h
LIT0398,5.75,3068.6,17.6,12.5,5.5376,0.062,0.000894,Literature_Brix_TDS_t4.7h
LIT0399,5.86,3226.8,20.5,14.4,5.589,0.0588,0.0009,Literature_Brix_TDS_t3.2h
LIT0400,5.82,3237.7,27.2,14.6,5.4838,0.0676,0.000809,Literature_Brix_TDS_t7.2h
