sample_id,pH,TDS,temperature,turbidity,sugar_pct,citric_acid_pct,ascorbic_acid_pct,notes
LIT0250,5.85,3356.4,21.5,10.6,5.402,0.0017,0.0024,Literature_Brix_TDS_t2.6h
LIT0251,5.66,3604.4,21.9,11.3,9.4596,0.0035,0.0038,Literature_Brix_TDS_t14.2h
LIT0252,5.87,3203.9,27.0,11.8,5.4046,0.0042,0.0039,Literature_Brix_TDS_t0.5h
LIT0253,5.85,3239.4,20.7,16.8,4.894,0.0001,0.0021,Literature_Brix_TDS_t1.0h
LIT0254,5.75,4421.0,22.6,18.7,15.8588,0.0043,0.0014,Literature_Brix_TDS_t20.2h
LIT0255,5.75,3382.0,23.0,12.9,8.7933,0.0012,0.0023,Literature_Brix_TDS_t12.1h
LIT0256,5.48,4772.2,21.5,17.0,15.3778,0.0044,0.0012,Literature_Brix_TDS_t20.6h
LIT0257,5.82,3123.2,25.5,18.4,5.7653,0.003,0.0014,Literature_Brix_TDS_t7.2h
LIT0258,5.72,3356.2,21.1,10.9,6.6249,0.0026,0.0012,Literature_Brix_TDS_t8.5h
LIT0259,5.55,5112.7,17.7,30.6,16.1083,0.0034,0.001,Literature_Brix_TDS_t21.6h
LIT0260,5.61,4171.9,26.0,12.7,14.4567,0.0015,0.0011,Literature_Brix_TDS_t19.4h
LIT0261,5.78,3336.8,16.2,18.3,9.0068,0.0012,0.0006,Literature_Brix_TDS_t12.5h
LIT0262,5.83,3136.1,18.7,12.7,4.6325,0.0017,0.0017,Literature_Brix_TDS_t2.6h
LIT0263,5.7,3148.1,26.6,18.7,6.1263,0.0042,0.0023,Literature_Brix_TDS_t7.9h
LIT0264,5.73,3451.6,27.8,16.8,8.9707,0.002,0.0032,Literature_Brix_TDS_t12.8h
LIT0265,5.54,4290.3,29.9,19.5,14.9159,0.0004,0.0028,Literature_Brix_TDS_t19.4h
LIT0266,5.93,3128.3,28.0,9.1,5.0047,0.0012,0.0019,Literature_Brix_TDS_t0.8h
LIT0267,5.87,3211.1,22.0,12.6,5.4463,0.0012,0.0036,Literature_Brix_TDS_t1.0h
LIT0268,5.69,3216.5,19.6,15.3,7.8618,0.0007,0.0017,Literature_Brix_TDS_t10.2h
LIT0269,5.71,3625.6,29.6,15.0,9.5425,0.0044,0.0034,Literature_Brix_TDS_t13.6h
LIT0270,5.83,3258.9,24.2,12.8,5.5134,0.0042,0.0009,Literature_Brix_TDS_t3.4h
LIT0271,5.65,3408.3,27.4,15.1,9.1314,0.0023,0.0014,Literature_Brix_TDS_t13.5h
LIT0272,5.7,3659.7,18.6,18.6,9.6812,0.0026,0.003,Literature_Brix_TDS_t15.9h
LIT0273,5.82,3117.9,22.8,18.0,7.7853,0.0004,0.0009,Literature_Brix_TDS_t10.6h
LIT0274,5.57,5177.2,22.3,18.2,16.6861,0.0009,0.0036,Literature_Brix_TDS_t22.3h
LIT0275,5.82,3184.9,25.2,22.5,5.9283,0.0029,0.0008,Literature_Brix_TDS_t6.1h
LIT0276,5.61,5410.9,20.5,27.6,16.6386,0.0024,0.0015,Literature_Brix_TDS_t22.8h
LIT0277,5.85,3186.2,18.8,11.8,4.8322,0.0028,0.0019,Literature_Brix_TDS_t1.5h
LIT0278,5.77,3093.2,24.2,19.1,6.0281,0.0023,0.0037,Literature_Brix_TDS_t8.3h
LIT0279,5.7,4281.3,29.8,23.5,14.405,0.0004,0.0025,Literature_Brix_TDS_t19.0h
LIT0280,5.78,3150.3,28.2,13.4,5.3836,0.0028,0.0031,Literature_Brix_TDS_t3.0h
LIT0281,5.65,4599.3,19.0,27.5,15.2519,0.0029,0.002,Literature_Brix_TDS_t20.2h
LIT0282,5.75,3333.5,17.3,13.3,5.1139,0.0034,0.0012,Literature_Brix_TDS_t4.5h
LIT0283,5.69,3015.6,20.3,16.3,6.3072,0.0002,0.003,Literature_Brix_TDS_t7.0h
LIT0284,5.78,3326.9,26.6,15.0,5.1104,0.0022,0.002,Literature_Brix_TDS_t1.0h
LIT0285,5.83,3132.2,28.6,8.0,6.0901,0.0004,0.0018,Literature_Brix_TDS_t7.8h
LIT0286,5.84,3240.5,26.7,8.0,5.7093,0.0041,0.0006,Literature_Brix_TDS_t4.3h
LIT0287,5.84,3288.9,29.8,8.0,5.4219,0.0009,0.0025,Literature_Brix_TDS_t1.6h
LIT0288,5.79,3299.2,17.9,17.8,9.3963,0.0031,0.0035,Literature_Brix_TDS_t12.0h
LIT0289,5.78,2953.8,17.0,19.8,6.9921,0.0013,0.003,Literature_Brix_TDS_t8.9h
LIT0290,5.8,3090.1,16.3,10.6,6.0996,0.0038,0.0013,Literature_Brix_TDS_t1.6h
LIT0291,5.83,3385.6,23.0,21.6,9.4189,0.0007,0.0034,Literature_Brix_TDS_t13.2h
LIT0292,5.87,3191.2,25.6,11.3,5.6343,0.0019,0.0018,Literature_Brix_TDS_t1.2h
LIT0293,5.79,3515.3,19.5,8.0,9.2755,0.0007,0.0036,Literature_Brix_TDS_t12.5h
LIT0294,5.65,3726.3,19.3,17.9,9.672,0.0,0.0007,Literature_Brix_TDS_t14.5h
LIT0295,5.72,4301.6,17.0,24.0,14.1229,0.0034,0.0018,Literature_Brix_TDS_t18.3h
LIT0296,5.84,3080.3,18.7,18.1,5.3169,0.0025,0.0026,Literature_Brix_TDS_t0.3h
LIT0297,5.58,4351.2,19.5,18.9,14.1319,0.0013,0.0017,Literature_Brix_TDS_t19.0h
LIT0298,5.6,5149.4,23.5,29.6,17.5287,0.0005,0.0013,Literature_Brix_TDS_t22.4h
LIT0299,5.65,3477.6,18.8,15.8,8.8567,0.0004,0.0037,Literature_Brix_TDS_t12.7h
LIT0300,5.67,3964.1,26.6,16.7,12.1247,0.0032,0.0026,Literature_Brix_TDS_t17.4h
LIT0301,5.67,3029.6,25.3,19.1,6.2068,0.0034,0.004,Literature_Brix_TDS_t7.7h
LIT0302,5.76,3188.9,24.0,11.5,4.9002,0.0018,0.0025,Literature_Brix_TDS_t3.8h
LIT0303,5.72,3673.2,27.1,13.2,9.355,0.0005,0.0015,Literature_Brix_TDS_t14.0h
LIT0304,5.66,3317.9,24.3,9.4,8.3341,0.0033,0.0034,Literature_Brix_TDS_t12.7h
LIT0305,5.74,3504.5,28.1,9.3,9.3,0.0023,0.0018,Literature_Brix_TDS_t14.2h
LIT0306,5.96,3320.9,29.2,12.3,5.1865,0.0011,0.0009,Literature_Brix_TDS_t1.2h
LIT0307,5.75,3118.3,27.2,10.8,5.7331,0.0018,0.0007,Literature_Brix_TDS_t8.1h
LIT0308,5.56,5270.3,19.0,22.7,16.8741,0.0022,0.0006,Literature_Brix_TDS_t22.2h
LIT0309,5.65,3967.0,16.7,19.6,10.8086,0.0042,0.0024,Literature_Brix_TDS_t16.4h
LIT0310,5.58,3654.4,17.4,12.1,10.2025,0.0038,0.001,Literature_Brix_TDS_t15.4h
LIT0311,5.77,3039.1,23.9,16.5,5.4341,0.0028,0.0037,Literature_Brix_TDS_t5.4h
LIT0312,5.76,3224.8,24.8,8.0,5.5677,0.0029,0.0029,Literature_Brix_TDS_t3.6h
LIT0313,5.86,3089.3,21.3,11.7,5.6852,0.0023,0.0023,Literature_Brix_TDS_t0.4h
LIT0314,5.79,3224.1,18.4,18.6,8.348,0.0013,0.0024,Literature_Brix_TDS_t10.5h
LIT0315,5.69,3036.0,25.7,18.2,8.9443,0.0012,0.0021,Literature_Brix_TDS_t12.0h
LIT0316,5.93,3301.0,23.2,15.9,5.5192,0.0018,0.0006,Literature_Brix_TDS_t0.7h
LIT0317,5.83,3266.6,23.8,12.8,5.3755,0.0037,0.0024,Literature_Brix_TDS_t2.4h
LIT0318,5.68,3873.6,27.7,24.5,9.6442,0.0009,0.0005,Literature_Brix_TDS_t14.9h
LIT0319,5.81,3169.3,21.6,16.5,8.3934,0.004,0.0028,Literature_Brix_TDS_t10.7h
LIT0320,5.72,3058.8,21.7,15.5,5.0687,0.0043,0.0019,Literature_Brix_TDS_t3.0h
LIT0321,5.65,3797.6,18.0,25.4,10.2997,0.001,0.0028,Literature_Brix_TDS_t16.0h
LIT0322,5.64,3069.4,26.8,13.3,6.2841,0.0022,0.0012,Literature_Brix_TDS_t8.4h
LIT0323,5.64,4758.0,29.4,25.6,16.4348,0.0042,0.0025,Literature_Brix_TDS_t20.7h
LIT0324,5.77,2989.8,19.4,17.9,7.7587,0.0022,0.0036,Literature_Brix_TDS_t10.1h
LIT0325,5.63,3592.6,18.9,22.5,9.9144,0.0009,0.003,Literature_Brix_TDS_t15.1h
LIT0326,5.72,4247.2,28.3,23.7,13.1984,0.0036,0.0028,Literature_Brix_TDS_t18.2h
LIT0327,5.68,4657.9,26.4,15.5,16.4507,0.0042,0.0019,Literature_Brix_TDS_t20.3h
LIT0328,5.79,3431.1,21.6,17.3,9.7562,0.0011,0.0022,Literature_Brix_TDS_t13.6h
LIT0329,5.57,4483.7,22.5,21.7,14.5232,0.002,0.0019,Literature_Brix_TDS_t19.3h
LIT0330,5.79,3265.3,27.4,22.4,8.2562,0.0015,0.0033,Literature_Brix_TDS_t11.3h
LIT0331,5.63,4592.2,26.3,24.7,15.8788,0.003,0.0014,Literature_Brix_TDS_t20.5h
LIT0332,5.72,3326.7,29.8,20.9,8.7217,0.0001,0.0019,Literature_Brix_TDS_t12.3h
LIT0333,5.63,4862.4,27.4,15.1,15.8562,0.0021,0.0036,Literature_Brix_TDS_t20.9h
LIT0334,5.94,3166.0,19.5,8.0,5.5101,0.0039,0.0013,Literature_Brix_TDS_t5.5h
LIT0335,5.67,3341.7,23.2,17.8,8.814,0.0016,0.0019,Literature_Brix_TDS_t12.1h
LIT0336,5.82,3098.9,21.5,12.3,5.0037,0.0,0.0015,Literature_Brix_TDS_t4.0h
LIT0337,5.74,3409.4,18.5,17.9,9.8328,0.0032,0.0025,Literature_Brix_TDS_t13.3h
LIT0338,5.81,3320.0,21.0,10.0,5.4382,0.0009,0.0012,Literature_Brix_TDS_t2.2h
LIT0339,5.61,3450.9,27.7,11.8,8.8625,0.004,0.0033,Literature_Brix_TDS_t11.9h
LIT0340,5.64,4843.0,25.1,15.5,16.3793,0.0005,0.0016,Literature_Brix_TDS_t20.9h
LIT0341,5.82,3203.6,27.8,8.0,5.6325,0.0007,0.0033,Literature_Brix_TDS_t1.7h
LIT0342,5.56,4912.9,25.1,19.4,16.5586,0.0012,0.001,Literature_Brix_TDS_t21.3h
LIT0343,5.9,3186.0,19.0,13.7,4.9707,0.0031,0.0024,Literature_Brix_TDS_t2.8h
LIT0344,5.54,5513.6,26.4,14.3,16.965,0.0038,0.0025,Literature_Brix_TDS_t22.4h
LIT0345,5.68,3567.0,30.0,22.6,9.6196,0.0003,0.0026,Literature_Brix_TDS_t15.0h
LIT0346,5.89,3286.6,18.6,11.1,4.7353,0.0002,0.0036,Literature_Brix_TDS_t2.9h
LIT0347,5.58,3865.5,20.0,21.9,11.0227,0.002,0.0037,Literature_Brix_TDS_t16.6h
LIT0348,5.74,3218.3,29.7,12.2,6.126,0.0021,0.0013,Literature_Brix_TDS_t6.9h
LIT0349,5.7,4622.9,22.5,22.4,14.1756,0.0031,0.0028,Literature_Brix_TDS_t19.5h
LIT0350,5.72,4065.7,27.0,19.1,9.7493,0.002,0.0014,Literature_Brix_TDS_t15.6h
LIT0351,5.82,3265.1,26.7,13.7,5.8037,0.0017,0.002,Literature_Brix_TDS_t5.0h
LIT0352,5.6,4410.2,25.3,22.9,15.4143,0.0034,0.0021,Literature_Brix_TDS_t19.6h
LIT0353,5.71,3266.1,21.8,19.2,7.3696,0.0018,0.0024,Literature_Brix_TDS_t9.9h
LIT0354,5.5,5466.7,16.3,13.9,16.9987,0.001,0.0015,Literature_Brix_TDS_t22.3h
LIT0355,5.72,3182.4,17.3,18.3,7.0367,0.0015,0.0024,Literature_Brix_TDS_t9.6h
LIT0356,5.73,3214.6,17.8,13.3,5.7701,0.0044,0.0027,Literature_Brix_TDS_t5.3h
LIT0357,5.76,3521.0,18.9,12.9,10.5346,0.0019,0.0018,Literature_Brix_TDS_t14.6h
LIT0358,5.62,5407.3,25.1,23.8,17.0494,0.0003,0.0037,Literature_Brix_TDS_t22.3h
LIT0359,5.67,3435.3,25.4,20.4,9.041,0.0007,0.0014,Literature_Brix_TDS_t13.6h
LIT0360,5.73,4565.6,16.1,19.3,15.9011,0.003,0.0007,Literature_Brix_TDS_t20.5h
LIT0361,5.89,3475.4,25.8,11.7,9.7602,0.0009,0.0025,Literature_Brix_TDS_t14.2h
LIT0362,5.59,4657.7,17.2,11.5,16.4289,0.0001,0.004,Literature_Brix_TDS_t21.2h
LIT0363,5.82,3033.5,21.9,17.4,5.4794,0.0036,0.0039,Literature_Brix_TDS_t5.3h
LIT0364,5.64,4888.7,28.8,17.7,16.2356,0.0015,0.001,Literature_Brix_TDS_t21.0h
LIT0365,5.77,3117.0,24.3,12.4,4.8033,0.0024,0.0016,Literature_Brix_TDS_t0.3h
LIT0366,5.75,3237.5,25.1,14.4,5.3581,0.0042,0.0023,Literature_Brix_TDS_t6.8h
LIT0367,5.76,4383.8,28.3,9.6,15.2348,0.0013,0.0008,Literature_Brix_TDS_t19.7h
LIT0368,5.75,3496.4,23.7,17.7,10.2783,0.0027,0.0033,Literature_Brix_TDS_t14.6h
LIT0369,5.66,4548.0,22.6,17.3,15.4366,0.0009,0.0039,Literature_Brix_TDS_t19.7h
LIT0370,5.66,3079.9,26.4,18.5,5.664,0.0035,0.0026,Literature_Brix_TDS_t2.4h
LIT0371,5.8,3169.7,28.5,13.8,5.7751,0.0031,0.0015,Literature_Brix_TDS_t2.7h
LIT0372,5.72,3837.2,19.3,16.4,11.8044,0.0033,0.0022,Literature_Brix_TDS_t17.0h
LIT0373,5.72,3525.8,28.0,11.5,9.6103,0.0017,0.0033,Literature_Brix_TDS_t13.7h
LIT0374,5.92,2988.7,25.9,20.6,5.2033,0.0,0.0011,Literature_Brix_TDS_t1.5h
LIT0375,5.7,3636.5,22.3,13.9,9.8025,0.0029,0.0037,Literature_Brix_TDS_t15.3h
LIT0376,5.78,3310.8,27.0,8.7,5.7146,0.0022,0.0027,Literature_Brix_TDS_t6.0h
LIT0377,5.9,3181.1,22.2,19.7,6.0101,0.004,0.0018,Literature_Brix_TDS_t3.6h
LIT0378,5.88,3090.0,22.3,14.2,7.7603,0.0043,0.0034,Literature_Brix_TDS_t10.7h
LIT0379,5.64,4007.1,24.6,22.0,11.3357,0.0012,0.0013,Literature_Brix_TDS_t17.4h
LIT0380,5.83,3115.3,20.4,10.6,5.2181,0.002,0.0024,Literature_Brix_TDS_t2.7h
LIT0381,5.71,5021.8,16.7,16.3,16.0707,0.0018,0.0014,Literature_Brix_TDS_t22.1h
LIT0382,5.76,2986.0,26.7,13.0,5.7673,0.003,0.0017,Literature_Brix_TDS_t4.1h
LIT0383,5.7,3797.7,19.6,13.8,10.2606,0.003,0.0021,Literature_Brix_TDS_t15.5h
LIT0384,5.7,3638.3,19.8,19.0,9.4832,0.0015,0.0017,Literature_Brix_TDS_t15.2h
LIT0385,5.68,3132.9,17.8,13.8,8.5238,0.0042,0.002,Literature_Brix_TDS_t10.9h
LIT0386,5.7,4990.7,26.7,29.1,16.2814,0.0003,0.0032,Literature_Brix_TDS_t21.6h
LIT0387,5.88,3204.1,16.9,18.4,6.8675,0.0029,0.0031,Literature_Brix_TDS_t9.0h
LIT0388,5.67,3886.4,24.4,12.7,11.9303,0.0006,0.0012,Literature_Brix_TDS_t17.1h
LIT0389,5.74,3037.8,20.4,10.0,6.0756,0.0043,0.001,Literature_Brix_TDS_t8.0h
LIT0390,5.73,3922.9,18.6,25.0,12.0259,0.0027,0.004,Literature_Brix_TDS_t17.2h
LIT0391,5.62,3893.3,16.6,20.5,10.8801,0.0016,0.0005,Literature_Brix_TDS_t16.1h
LIT0392,5.65,3337.5,18.4,17.0,9.3088,0.0004,0.003,Literature_Brix_TDS_t12.2h
LIT0393,5.59,4829.6,16.4,15.6,16.0617,0.0031,0.0028,Literature_Brix_TDS_t20.7h
LIT0394,5.77,3231.2,29.0,14.9,7.2256,0.0042,0.0037,Literature_Brix_TDS_t9.3h
LIT0395,5.69,3667.8,16.9,15.1,10.1303,0.0004,0.0017,Literature_Brix_TDS_t15.6h
LIT0396,5.66,4182.0,26.5,14.4,11.33,0.0001,0.0015,Literature_Brix_TDS_t16.8h
LIT0397,5.76,3201.1,25.7,15.6,6.1221,0.0036,0.0029,Literature_Brix_TDS_t7.9h
LIT0398,5.75,3068.6,17.6,12.5,5.5376,0.0004,0.0011,Literature_Brix_TDS_t4.7h
LIT0399,5.86,3226.8,20.5,14.4,5.589,0.0025,0.0037,Literature_Brix_TDS_t3.2h
LIT0400,5.82,3237.7,27.2,14.6,5.4838,0.0021,0.0039,Literature_Brix_TDS_t7.2h
